ticker,close,open,high,low,volume,change_%,value_traded,pe,pb,roe,roa,op_margin,net_margin,debt_to_equity,rev_growth,rvol,hhi_score,foreign_ratio,tarih,growth_discount,margin_power,sweep_ratio,vol_z,quant_score,regime,score_diff
BALSU,9.97,10.5,10.58,9.9,41842858.0,-5.047619047619042,417173294.26000005,999.0,2.5201396314074613,0.0,0.0,0.0,0.0,99.0,0.0,0.567520812688981,1909.4,2.24,2026-08-31,0.0,,5.0,-0.8,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
ZGYO,26.58,28.5,30.62,26.58,5462023.0,-9.95934959349594,145180571.34,999.0,1.3749465902048763,0.0,0.0,0.0,0.0,99.0,0.0,0.5252371796005393,1856.55,8.0,2026-08-31,0.0,,5.0,-0.88,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
EKDMR,47.5,48.2,49.58,47.08,11827969.0,-1.0416666666666665,561828527.5,999.0,0.8924515135789787,0.0,0.0,0.0,0.0,99.0,0.0,1.3537940435034865,2892.24,1.41,2026-08-31,0.0,,5.0,0.65,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
ORZAX,89.3,97.1,98.4,88.65,6274240.0,-9.340101522842643,560289632.0,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.7965196292747928,2195.65,4.27,2026-08-31,0.0,,5.0,-0.38,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
EKIM,19.05,20.0,20.2,19.03,9214328.0,-4.6069103655483135,175532948.4,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.3772188384700769,1671.52,7.04,2026-08-31,0.0,,5.0,-1.15,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
UCAYM,23.5,26.04,26.2,23.4,5544564.0,-9.615384615384617,130297254.0,999.0,2.4591725041491994,0.0,0.0,0.0,0.0,99.0,0.0,0.8225095349257372,2228.14,6.0,2026-08-31,0.0,,5.0,-0.33,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
KPEKS,122.5,122.5,128.2,122.5,3914733.0,-9.992652461425418,479554792.5,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,2450.0,8.0,2026-08-31,0.0,,5.0,0.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
SSAAT,35.34,37.08,37.08,35.26,2737693.0,-4.692556634304194,96750070.62,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.45226500566906225,1765.33,5.54,2026-08-31,0.0,,5.0,-1.01,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
IEYHO,207.5,197.7,209.2,197.5,1795274.0,6.138107416879795,372519355.0,999.0,54.67043607247587,-36.4314001799013,-23.9252284422564,-15.093277705237798,-76.4331297129911,99.0,0.0,1.6616156324634028,3277.02,39.86,2026-08-31,-18.22,,55.4,1.22,29.7,🚨 ZOMBİ / DÜŞÜK KALİTE,29.7
KARTN,167.6,160.0,175.9,159.0,1171003.0,4.7499999999999964,196260102.79999998,999.0,4.3053245767758055,-18.3734765991418,-11.9727142145664,-34.8357317012019,-13.0294690980858,99.0,0.0,2.183892204401355,3929.87,20.5,2026-08-31,-9.19,,11.1,2.19,29.6,🚨 ZOMBİ / DÜŞÜK KALİTE,29.6
MAGEN,34.54,35.8,36.86,34.46,20633127.0,-3.7346711259754835,712668206.5799999,999.0,6.402378555924424,-7.00912138236529,-4.00683326270362,4.30563545706689,-68.1375280739411,99.0,0.0,1.2387168377377742,2748.4,6.13,2026-08-31,-3.5,,5.0,0.44,29.5,🚨 ZOMBİ / DÜŞÜK KALİTE,29.5
ARCLK,90.7,93.0,93.0,90.5,1346020.0,-2.5255239118753297,122084014.0,999.0,0.7883357597618479,-3.20926092758056,-0.42883394074786,1.7283753371330697,-0.43543512086441394,99.0,0.0,0.8814411781327516,2301.8,3.52,2026-08-31,-1.6,,5.0,-0.22,29.5,🚨 ZOMBİ / DÜŞÜK KALİTE,29.5
SASA,2.33,2.4,2.4,2.33,1298834837.0,-2.510460251046027,3026285170.21,999.0,0.5688198818417071,-7.49333452261489,-3.59600785890137,4.5473714865748,-18.1654001064526,99.0,0.0,0.5630775108515962,1903.85,8.0,2026-08-31,-3.75,,5.0,-0.81,29.2,🚨 ZOMBİ / DÜŞÜK KALİTE,29.2
QUAGR,3.21,3.4,3.41,3.18,41188725.0,-5.309734513274341,132215807.25,999.0,0.7883065407340828,-10.7583902505042,-5.02891462936788,6.09210353374191,-10.598372758491,99.0,0.0,0.8385138204699775,2248.14,0.7,2026-08-31,-5.38,,5.0,-0.3,29.0,🚨 ZOMBİ / DÜŞÜK KALİTE,29.0
DAGI,9.9,11.04,11.04,9.9,13889908.0,-9.999999999999996,137510089.20000002,999.0,2.1498091230081693,-5.93450154384257,-2.29272384418929,2.15343110411164,-2.65097232680474,99.0,0.0,1.8693917707187309,3536.74,8.0,2026-08-31,-2.97,,5.0,1.61,28.9,🚨 ZOMBİ / DÜŞÜK KALİTE,28.9
ANELE,191.0,187.1,197.5,177.8,22029120.0,2.0844468198824186,4207561920.0,999.0,22.2283773750032,-44.3171372931416,-8.63560974899173,-4.67000915733402,-16.6021997838304,99.0,0.0,3.8329149118230013,5991.14,29.52,2026-08-31,-22.16,,31.8,5.0,28.5,🚨 ZOMBİ / DÜŞÜK KALİTE,28.5
KOCMT,4.64,5.06,5.12,4.64,61520693.0,-9.902912621359237,285456015.52,999.0,0.8422367193427648,-7.37113785136723,-4.90818518602751,2.92998214505785,-4.82783527413329,99.0,0.0,0.9488026490666375,2386.0,8.0,2026-08-31,-3.69,,5.0,-0.09,28.4,🚨 ZOMBİ / DÜŞÜK KALİTE,28.4
KGYO,13.16,13.3,13.31,12.79,11410944.0,-0.9036144578313196,150168023.04,999.0,9.121406193684328,-46.8242068023256,-8.42545204376318,-39.8310414265088,-35.2536048797348,99.0,0.0,0.3897959946483557,1687.24,31.85,2026-08-31,-23.41,,37.1,-1.13,28.4,🚨 ZOMBİ / DÜŞÜK KALİTE,28.4
SOKE,12.78,14.0,14.0,12.78,9025800.0,-10.0,115349724.0,999.0,1.1459930594786538,-6.46062039460925,-3.80367513640612,1.7958691580769597,-3.23223192753357,99.0,0.0,3.5894609246745315,5686.83,8.0,2026-08-31,-3.23,,5.0,4.79,28.4,🚨 ZOMBİ / DÜŞÜK KALİTE,28.4
TMPOL,430.75,429.5,450.0,428.25,980700.0,-5.016538037486218,422436525.0,999.0,6.515624186965061,-12.1489498754263,-4.48687524577169,4.95923093827672,-6.87082097830547,99.0,0.0,0.5450566248639859,1881.32,1.56,2026-08-31,-6.07,,5.0,-0.84,28.3,🚨 ZOMBİ / DÜŞÜK KALİTE,28.3
PRZMA,88.0,83.1,94.25,83.1,2007791.0,-2.4390243902439055,176685608.0,999.0,13.664235571421251,-25.8732914584295,-19.5671592350935,-8.46581616764689,-65.1348540074442,99.0,0.0,0.3160597216080352,1595.07,16.61,2026-08-31,-12.94,,8.3,-1.27,27.6,🚨 ZOMBİ / DÜŞÜK KALİTE,27.6
VESTL,23.08,22.3,24.18,22.0,28273982.0,3.590664272890472,652563504.56,999.0,0.35363371667657234,-84.2751802525192,-12.8727645089332,-15.063763693930598,-23.173011019888,99.0,0.0,4.000023428036408,6200.03,19.74,2026-08-31,-42.14,,9.9,5.0,26.4,🚨 ZOMBİ / DÜŞÜK KALİTE,26.4
HOROZ,58.5,61.0,61.2,58.25,1044123.0,-3.940886699507387,61081195.5,999.0,1.2021369679927436,-1.57077415257944,-0.6270838232753,-0.734678737318689,-0.432555225541381,99.0,0.0,0.3677200405191018,1659.65,3.25,2026-08-31,-0.79,,5.0,-1.17,26.4,🚨 ZOMBİ / DÜŞÜK KALİTE,26.4
OZATD,4847.5,4932.5,4932.5,4812.5,1547738.0,0.5705394190871369,7502659955.0,999.0,76.5840738303649,-11.2630487426031,-6.51951255167683,1.96923475023776,-17.4415379031,99.0,0.0,2.626393683641789,4482.99,8.33,2026-08-31,-5.63,,5.0,3.01,26.4,🚨 ZOMBİ / DÜŞÜK KALİTE,26.4
TSPOR,1.09,1.1,1.11,1.08,163790927.0,-3.5398230088495417,178532110.43,999.0,0.6724783603867059,-23.1459108480419,-9.66164294102602,-95.9530124436516,-52.7708024088774,99.0,0.0,0.30170255600295703,1577.13,10.67,2026-08-31,-11.57,,5.3,-1.29,26.3,🚨 ZOMBİ / DÜŞÜK KALİTE,26.3
ODAS,7.31,7.52,7.8,7.25,125591868.0,-2.2727272727272836,918076555.0799999,999.0,0.6455002627035953,-1.82009042316161,-0.682858572293027,-8.07444371297827,-3.00942337062148,99.0,0.0,2.587583463005199,4434.48,1.89,2026-08-31,-0.91,,5.0,2.94,26.1,🚨 ZOMBİ / DÜŞÜK KALİTE,26.1
MANAS,33.2,33.18,34.9,31.66,67180665.0,0.0,2230398078.0,999.0,19.04346728768255,-89.1081959171501,-32.7789829038488,-37.197341747254,-129.229422501837,99.0,0.0,3.104447563710225,5080.56,18.62,2026-08-31,-44.55,,9.3,3.89,26.0,🚨 ZOMBİ / DÜŞÜK KALİTE,26.0
AKENR,10.66,10.78,11.09,10.45,13568216.0,-1.387604070305276,144637182.56,999.0,0.488915245670738,-26.5432289814888,-10.0057770760243,-7.918069840172989,-21.4951500181946,99.0,0.0,0.8842985118486262,2305.37,10.38,2026-08-31,-13.27,,5.2,-0.21,25.9,🚨 ZOMBİ / DÜŞÜK KALİTE,25.9
AYCES,448.75,475.75,486.0,443.0,151133.0,-5.675249605885444,67820933.75,999.0,2.02482044072817,-2.60273215233987,-2.00355693848443,-43.7156407490243,-33.918085667861,99.0,0.0,1.3262201676587015,2857.78,0.51,2026-08-31,-1.3,,5.0,0.6,25.7,🚨 ZOMBİ / DÜŞÜK KALİTE,25.7
ECILC,77.6,79.0,80.85,77.35,7803099.0,-0.8306709265175791,605520482.4,999.0,0.772754277483713,-2.74395274155412,-2.22102061566578,-2.54138985346296,-16.3796411908637,99.0,0.0,1.4399504012304483,2999.94,4.0,2026-08-31,-1.37,,5.0,0.81,25.6,🚨 ZOMBİ / DÜŞÜK KALİTE,25.6
HRKET,92.95,97.5,99.0,92.75,777274.0,-4.421593830334188,72247618.3,999.0,1.4117484812502488,-18.5083754259682,-8.58596212689217,3.5932560501018,-20.9197099952122,99.0,0.0,0.4693273196884717,1786.66,6.21,2026-08-31,-9.25,,5.0,-0.98,25.5,🚨 ZOMBİ / DÜŞÜK KALİTE,25.5
HKTM,13.75,15.5,15.92,13.7,24726271.0,-8.455392809587215,339986226.25,999.0,1.3940171824023326,-21.9504766782517,-10.6373784251605,4.07580558225415,-25.770569811055598,99.0,0.0,1.0303486867008964,2487.94,6.74,2026-08-31,-10.98,,5.0,0.06,25.2,🚨 ZOMBİ / DÜŞÜK KALİTE,25.2
MAALT,1022.0,1154.0,1154.0,1018.0,120280.0,-7.090909090909091,122926160.0,2202.1116138763196,1.5346554635416314,-0.00359080570532525,-0.00305507199824618,-37.423023173898,-0.28674207970366,99.0,0.0,3.8315250285102667,5989.41,6.35,2026-08-31,-0.0,,5.0,5.0,25.2,🚨 ZOMBİ / DÜŞÜK KALİTE,25.2
BTCIM,4.09,4.54,4.54,4.09,150061569.0,-9.911894273127757,613751817.21,999.0,0.9642678637105216,-3.97603446876797,-2.44920794297525,-1.53022939009013,-5.8235697419608,99.0,0.0,1.8867849104477132,3558.48,8.0,2026-08-31,-1.99,,5.0,1.64,24.8,🚨 ZOMBİ / DÜŞÜK KALİTE,24.8
LYDHO,148.8,161.7,163.1,147.0,379634.0,-7.977736549165107,56489539.2,999.0,7.229273895228,-4.92212551714847,-3.67425821693019,-540.518759025578,-376.151334852872,99.0,0.0,1.0053496441736889,2456.69,1.74,2026-08-31,-2.46,,5.0,0.01,24.6,🚨 ZOMBİ / DÜŞÜK KALİTE,24.6
SURGY,31.3,33.2,33.4,31.26,2648541.0,-5.722891566265067,82899333.3,999.0,0.4909518976937809,-5.13041368419097,-3.6514055149587,-288.248174737445,-731.35838313308,99.0,0.0,0.27059709857991393,1538.25,6.95,2026-08-31,-2.57,,5.0,-1.35,24.5,🚨 ZOMBİ / DÜŞÜK KALİTE,24.5
DARDL,1.65,1.69,1.76,1.64,43151846.0,-1.7857142857142874,71200545.89999999,999.0,0.5391998274560551,-22.549341044216,-11.1363556701176,2.95290443585706,-10.8617822900343,99.0,0.0,2.9305035383246794,4863.13,3.33,2026-08-31,-11.27,,5.0,3.57,24.4,🚨 ZOMBİ / DÜŞÜK KALİTE,24.4
ENSRI,5.1,5.44,5.45,5.09,25804982.0,-7.775768535262216,131605408.19999999,999.0,1.8416206261510129,-5.54040297570026,-3.4248152514563,-12.644898482866598,-17.882456685448,99.0,0.0,0.8950616750819866,2318.83,6.44,2026-08-31,-2.77,,5.0,-0.19,24.2,🚨 ZOMBİ / DÜŞÜK KALİTE,24.2
AGROT,2.05,2.09,2.1,2.03,39769867.0,-1.4423076923077043,81528227.35,999.0,0.5732950763740904,-6.57224839783597,-4.86963277862635,-14.798129628419202,-27.892483293445803,99.0,0.0,0.1933378306478575,1441.67,8.0,2026-08-31,-3.29,,5.0,-1.49,23.7,🚨 ZOMBİ / DÜŞÜK KALİTE,23.7
SOKM,56.3,57.8,58.25,55.95,3523850.0,-2.595155709342561,198392755.0,999.0,0.8341094155989424,-6.73875323563156,-2.29129447350955,-2.47348500716186,-0.781274445365508,99.0,0.0,0.605744812741164,1957.18,0.52,2026-08-31,-3.37,,5.0,-0.73,23.6,🚨 ZOMBİ / DÜŞÜK KALİTE,23.6
IZFAS,58.45,64.75,64.75,58.45,5688935.0,-9.938366718027739,332518250.75,999.0,23.599760974191675,-7.18972640166338,-3.98772992641768,-0.9496639899705889,-4.26545630331341,99.0,0.0,0.9255870589573639,2356.98,8.0,2026-08-31,-3.59,,5.0,-0.14,23.2,🚨 ZOMBİ / DÜŞÜK KALİTE,23.2
IZMDC,12.56,13.95,13.95,12.56,10190125.0,-9.964157706093182,127987970.0,999.0,0.9129990419325341,-7.44835055635709,-2.48819212768671,-3.11101861460767,-2.09600662872654,99.0,0.0,1.09422208217878,2567.78,8.0,2026-08-31,-3.72,,5.0,0.17,23.0,🚨 ZOMBİ / DÜŞÜK KALİTE,23.0
ADEL,34.38,35.98,36.4,34.0,3014022.0,-2.9909706546275263,103622076.36000001,999.0,6.503000875767716,-27.3799727854021,-9.12675195633553,0.78032087824732,-13.057531784502,99.0,0.0,0.40692560726486754,1708.66,0.87,2026-08-31,-13.69,,5.0,-1.1,22.2,🚨 ZOMBİ / DÜŞÜK KALİTE,22.2
BSOKE,26.3,28.38,28.5,26.3,2838757.0,-9.993155373032165,74659309.10000001,999.0,3.127839435989896,-8.95758341656074,-6.19366182120266,-8.42211928500616,-18.643576646576,99.0,0.0,0.3504721000327809,1638.09,8.0,2026-08-31,-4.48,,5.0,-1.2,22.2,🚨 ZOMBİ / DÜŞÜK KALİTE,22.2
KAREL,8.6,8.91,8.94,8.59,7981577.0,-3.4792368125701514,68641562.2,999.0,6.1167734731182035,-52.9035629797942,-4.84481161951297,1.73319471188754,-3.60887481147536,99.0,0.0,0.6746187829975954,2043.27,6.4,2026-08-31,-26.45,,5.0,-0.6,21.5,🚨 ZOMBİ / DÜŞÜK KALİTE,21.5
HATSN,81.95,90.0,92.0,79.5,11250316.0,-6.128293241695297,921963396.2,999.0,2.8086720276487114,-12.8421185393824,-9.39473273074698,-17.8094758974424,-18.0625099766694,99.0,0.0,1.0465377814225003,2508.17,2.98,2026-08-31,-6.42,,5.0,0.09,21.4,🚨 ZOMBİ / DÜŞÜK KALİTE,21.4
VESBE,5.35,5.3,5.71,5.25,33836188.0,1.1342155009451722,181023605.79999998,999.0,0.20730640778294127,-14.1013672301764,-5.93355403504514,-7.81275240216146,-9.20642980961166,99.0,0.0,3.595237881211733,5694.05,4.17,2026-08-31,-7.05,,5.0,4.8,20.9,🚨 ZOMBİ / DÜŞÜK KALİTE,20.9
BOBET,20.3,20.7,21.1,20.12,3762727.0,-1.4563106796116538,76383358.10000001,999.0,1.0743946870918095,-14.7450464929952,-7.08873609247941,-6.91254112760322,-8.14204851321327,99.0,0.0,0.42216597945557416,1727.71,2.29,2026-08-31,-7.37,,5.0,-1.07,20.7,🚨 ZOMBİ / DÜŞÜK KALİTE,20.7
TKFEN,207.3,221.4,223.0,204.6,4498096.0,-6.199095022624429,932455300.8000001,999.0,2.108590262463035,-15.7108521370911,-7.120374759268,-2.7997888223982,-10.1264628946143,99.0,0.0,0.7153267053001636,2094.16,0.22,2026-08-31,-7.86,,5.0,-0.53,20.5,🚨 ZOMBİ / DÜŞÜK KALİTE,20.5
PATEK,20.66,21.66,21.72,20.64,6746992.0,-4.174397031539883,139392854.72,999.0,3.6770398583289583,-16.4083014952765,-5.00359843783102,-24.2558420029139,-16.3687094655872,99.0,0.0,0.3211871433646815,1601.48,6.96,2026-08-31,-8.2,,5.0,-1.26,20.4,🚨 ZOMBİ / DÜŞÜK KALİTE,20.4
VERUS,641.0,695.5,695.5,626.5,92385.0,-7.902298850574713,59218785.0,999.0,8.353511211428541,-16.8567045165198,-10.7393157818663,-22.6840748797566,-103.95902421869401,99.0,0.0,0.960445868944388,2400.56,3.77,2026-08-31,-8.43,,5.0,-0.07,20.3,🚨 ZOMBİ / DÜŞÜK KALİTE,20.3
BIOEN,19.01,20.28,20.66,18.75,12088763.0,-7.177734374999995,229807384.63000003,999.0,2.9053906382536483,-18.1089486566153,-6.27523242285734,-22.9172126875999,-22.2224890002437,99.0,0.0,1.3346980296637787,2868.37,0.38,2026-08-31,-9.05,,5.0,0.62,20.0,🚨 ZOMBİ / DÜŞÜK KALİTE,20.0
FZLGY,9.46,9.95,9.95,9.46,7705586.0,-4.056795131845828,72894843.56,999.0,2.684335229771718,-20.3624656920139,-7.19499717771839,-8.763193660704,-20.4126171001707,99.0,0.0,0.37681910811230573,1671.02,8.0,2026-08-31,-10.18,,5.0,-1.15,19.2,🚨 ZOMBİ / DÜŞÜK KALİTE,19.2
GZNMI,57.25,60.0,60.15,56.85,1915827.0,-5.136702568351286,109681095.75,999.0,2.8010409597809662,-22.5988008738838,-6.37559679685306,-3.54971175885658,-8.60998416934279,99.0,0.0,0.912030912070901,2340.04,1.21,2026-08-31,-11.3,,5.0,-0.16,18.9,🚨 ZOMBİ / DÜŞÜK KALİTE,18.9
ESCAR,43.32,46.0,46.32,42.14,2475608.0,-6.718346253229969,107169924.8,999.0,3.279885037455197,-22.7612896158175,-14.3505446774853,-19.5839809662879,-35.6531766342611,99.0,0.0,0.7849403452492306,2181.18,7.81,2026-08-31,-11.38,,5.0,-0.4,18.8,🚨 ZOMBİ / DÜŞÜK KALİTE,18.8
BINHO,9.77,10.85,10.86,9.71,41430452.0,-9.369202226345081,404775516.03999996,999.0,0.8797347649208238,-28.3285437754834,-21.2095787011822,0.0,0.0,99.0,0.0,1.2024381092368246,2703.05,5.08,2026-08-31,-14.16,,5.0,0.37,18.1,🚨 ZOMBİ / DÜŞÜK KALİTE,18.1
HEKTS,2.76,2.88,2.89,2.75,283406552.0,-3.4965034965034993,782202083.52,999.0,1.4121908913687506,-30.7051469723585,-15.6698531390331,-32.0823048376592,-73.8827812303789,99.0,0.0,0.9888290348182651,2436.04,4.0,2026-08-31,-15.35,,5.0,-0.02,18.0,🚨 ZOMBİ / DÜŞÜK KALİTE,18.0
BINBN,175.2,190.9,191.0,174.6,437326.0,-3.4710743801652955,76619515.19999999,999.0,10.668186517896613,-35.6665828056623,-30.512163271351,-81.0175175878244,-131.964359818519,99.0,0.0,1.1203378285080718,2600.42,5.95,2026-08-31,-17.83,,5.0,0.22,17.8,🚨 ZOMBİ / DÜŞÜK KALİTE,17.8
CEMAS,4.1,4.35,4.35,4.08,15303528.0,-5.74712643678161,62744464.8,999.0,0.849404691614304,-36.8061522546612,-28.7864855011031,-40.6839133685452,-87.1901072381463,99.0,0.0,0.7521542629864031,2140.19,3.85,2026-08-31,-18.4,,5.0,-0.46,17.6,🚨 ZOMBİ / DÜŞÜK KALİTE,17.6
BJKAS,2.21,2.36,2.37,2.21,348595418.0,-9.795918367346946,770395873.78,999.0,2.6588065447545715,-38.1520835440885,-5.94133975428469,-97.5065263221541,-19.0657366966078,99.0,0.0,0.5833447006442329,1929.18,8.0,2026-08-31,-19.08,,5.0,-0.77,17.5,🚨 ZOMBİ / DÜŞÜK KALİTE,17.5
IHLAS,1.07,1.1,1.1,1.07,65771478.0,-2.7272727272727297,70375481.46000001,999.0,0.8294252160768963,-78.0266887494466,-10.2488523741443,-24.8331265319894,-16.77043128091,99.0,0.0,0.6733549289319329,2041.69,8.0,2026-08-31,-39.01,,5.0,-0.6,16.9,🚨 ZOMBİ / DÜŞÜK KALİTE,16.9
OTKAR,319.0,332.75,332.75,316.25,246108.0,-3.8432554634513942,78508452.0,999.0,6.949259729562695,-79.6834177193629,-8.81362915605822,-6.437274275967559,-11.2528760958068,99.0,0.0,0.411157046194106,1713.95,1.33,2026-08-31,-39.84,,5.0,-1.09,16.8,🚨 ZOMBİ / DÜŞÜK KALİTE,16.8
NIBAS,4.14,4.41,4.47,4.02,22268699.0,-5.909090909090924,92192413.86,999.0,5.209447471404663,-107.212572449551,-89.9287905285855,-2.12538037262954,-412.578172791014,99.0,0.0,0.7149643532043691,2093.71,6.93,2026-08-31,-53.61,,5.0,-0.53,16.4,🚨 ZOMBİ / DÜŞÜK KALİTE,16.4
FENER,3.15,3.28,3.31,3.13,100984413.0,-3.0769230769230793,318100900.95,999.0,2.8956730371473482,-152.902143571936,-19.2662396353336,-56.2774750000454,-32.5203586112826,99.0,0.0,0.5328449133668282,1866.06,1.78,2026-08-31,-76.45,,5.0,-0.86,16.3,🚨 ZOMBİ / DÜŞÜK KALİTE,16.3
TKNSA,18.31,19.05,19.56,18.1,5435754.0,-3.631578947368428,99528655.74,999.0,999.0,-526.035964670245,-11.9786899280487,-1.37450660170061,-2.93677001742585,99.0,0.0,0.34185254896474837,1627.32,0.05,2026-08-31,-263.02,,5.0,-1.22,16.2,🚨 ZOMBİ / DÜŞÜK KALİTE,16.2
